League,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,TestX
English Premier League,,,,,,,10804
English Premier League,,,,,,,10805
English Premier League,,,,,,,10806
English Premier League,,,,,,,10807
English Premier League,,,,,,,10808
English Premier League,,,,,,,10809
English Premier League,,,,,,,10810
English Premier League,,,,,,,10811
English Premier League,,,,,,,10812
English Premier League,,,,,,,10813
English Premier League,,,,,,,10814
English Premier League,,,,,,,10815
English Premier League,,,,,,,10816
English Premier League,,,,,,,10817
English Premier League,,,,,,,10818
English Premier League,,,,,,,10819
English Premier League,,,,,,,10820
English Premier League,,,,,,,10821
English Premier League,,,,,,,10822
English Premier League,,,,,,,10823
English Premier League,,,,,,,10824
English Premier League,,,,,,,10825
English Premier League,,,,,,,10826
English Premier League,,,,,,,10827
English Premier League,,,,,,,10828
English Premier League,,,,,,,10829
English Premier League,,,,,,,10830
English Premier League,,,,,,,10831
English Premier League,,,,,,,10832
English Premier League,,,,,,,10833
English Premier League,,,,,,,10834
English Premier League,,,,,,,10835
English Premier League,,,,,,,10836
English Premier League,,,,,,,10837
English Premier League,,,,,,,10838
English Premier League,,,,,,,10839
English Premier League,,,,,,,10840
English Premier League,,,,,,,10841
English Premier League,,,,,,,10842
English Premier League,,,,,,,10843
English Premier League,,,,,,,10844
English Premier League,,,,,,,10845
English Premier League,,,,,,,10846
English Premier League,,,,,,,10847
English Premier League,,,,,,,10848
English Premier League,,,,,,,10849
English Premier League,,,,,,,10850
English Premier League,,,,,,,10851
English Premier League,,,,,,,10852
English Premier League,,,,,,,10853
English Premier League,,,,,,,10854
English Premier League,,,,,,,10855
English Premier League,,,,,,,10856
English Premier League,,,,,,,10857
English Premier League,,,,,,,10858
English Premier League,,,,,,,10859
English Premier League,,,,,,,10860
English Premier League,,,,,,,10861
English Premier League,,,,,,,10862
English Premier League,,,,,,,10863
English Premier League,,,,,,,10864
English Premier League,,,,,,,10865
English Premier League,,,,,,,10866
English Premier League,,,,,,,10867
English Premier League,,,,,,,10868
English Premier League,,,,,,,10869
English Premier League,,,,,,,10870
English Premier League,,,,,,,10871
English Premier League,,,,,,,10872
English Premier League,,,,,,,10873
English Premier League,,,,,,,10874
English Premier League,,,,,,,10875
English Premier League,,,,,,,10876
English Premier League,,,,,,,10877
English Premier League,,,,,,,10878
English Premier League,,,,,,,10879
English Premier League,,,,,,,10880
English Premier League,,,,,,,10881
English Premier League,,,,,,,10882
English Premier League,,,,,,,10883
English Premier League,,,,,,,10884
English Premier League,,,,,,,10885
English Premier League,,,,,,,10886
English Premier League,,,,,,,10887
English Premier League,,,,,,,10888
English Premier League,,,,,,,10889
English Premier League,,,,,,,10890
English Premier League,,,,,,,10891
English Premier League,,,,,,,10892
English Premier League,,,,,,,10893
English Premier League,,,,,,,10894
English Premier League,,,,,,,10895
English Premier League,,,,,,,10896
English Premier League,,,,,,,10897
English Premier League,,,,,,,10898
English Premier League,,,,,,,10899
English Premier League,,,,,,,10900
English Premier League,,,,,,,10901
English Premier League,,,,,,,10902
English Premier League,,,,,,,10903
English Premier League,,,,,,,10904
English Premier League,,,,,,,10905
English Premier League,,,,,,,10906
English Premier League,,,,,,,10907
English Premier League,,,,,,,10908
English Premier League,,,,,,,10909
English Premier League,,,,,,,10910
English Premier League,,,,,,,10911
English Premier League,,,,,,,10912
English Premier League,,,,,,,10913
English Premier League,,,,,,,10914
English Premier League,,,,,,,10915
English Premier League,,,,,,,10916
English Premier League,,,,,,,10917
English Premier League,,,,,,,10918
English Premier League,,,,,,,10919
English Premier League,,,,,,,10920
English Premier League,,,,,,,10921
English Premier League,,,,,,,10922
English Premier League,,,,,,,10923
English Premier League,,,,,,,10924
English Premier League,,,,,,,10925
English Premier League,,,,,,,10926
English Premier League,,,,,,,10927
English Premier League,,,,,,,10928
English Premier League,,,,,,,10929
English Premier League,,,,,,,10930
English Premier League,,,,,,,10931
English Premier League,,,,,,,10932
English Premier League,,,,,,,10933
English Premier League,,,,,,,10934
English Premier League,15/08/98,Blackburn,Derby,0.0,0.0,D,10935
English Premier League,15/08/98,Coventry,Chelsea,2.0,1.0,H,10936
English Premier League,15/08/98,Everton,Aston Villa,0.0,0.0,D,10937
English Premier League,15/08/98,Man United,Leicester,2.0,2.0,D,10938
English Premier League,15/08/98,Middlesbrough,Leeds,0.0,0.0,D,10939
English Premier League,15/08/98,Newcastle,Charlton,0.0,0.0,D,10940
English Premier League,15/08/98,Sheffield Weds,West Ham,0.0,1.0,A,10941
English Premier League,15/08/98,Wimbledon,Tottenham,3.0,1.0,H,10942
English Premier League,16/08/98,Southampton,Liverpool,1.0,2.0,A,10943
English Premier League,17/08/98,Arsenal,Nott'm Forest,2.0,1.0,H,10944
English Premier League,22/08/98,Charlton,Southampton,5.0,0.0,H,10945
English Premier League,22/08/98,Chelsea,Newcastle,1.0,1.0,D,10946
English Premier League,22/08/98,Derby,Wimbledon,0.0,0.0,D,10947
English Premier League,22/08/98,Leicester,Everton,2.0,0.0,H,10948
English Premier League,22/08/98,Liverpool,Arsenal,0.0,0.0,D,10949
English Premier League,22/08/98,Nott'm Forest,Coventry,1.0,0.0,H,10950
English Premier League,22/08/98,Tottenham,Sheffield Weds,0.0,3.0,A,10951
English Premier League,22/08/98,West Ham,Man United,0.0,0.0,D,10952
English Premier League,23/08/98,Aston Villa,Middlesbrough,3.0,1.0,H,10953
English Premier League,24/08/98,Leeds,Blackburn,1.0,0.0,H,10954
English Premier League,29/08/98,Arsenal,Charlton,0.0,0.0,D,10955
English Premier League,29/08/98,Blackburn,Leicester,1.0,0.0,H,10956
English Premier League,29/08/98,Coventry,West Ham,0.0,0.0,D,10957
English Premier League,29/08/98,Everton,Tottenham,0.0,1.0,A,10958
English Premier League,29/08/98,Middlesbrough,Derby,1.0,1.0,D,10959
English Premier League,29/08/98,Sheffield Weds,Aston Villa,0.0,1.0,A,10960
English Premier League,29/08/98,Southampton,Nott'm Forest,1.0,2.0,A,10961
English Premier League,29/08/98,Wimbledon,Leeds,1.0,1.0,D,10962
English Premier League,30/08/98,Newcastle,Liverpool,1.0,4.0,A,10963
English Premier League,08/09/98,Leeds,Southampton,3.0,0.0,H,10964
English Premier League,08/09/98,Nott'm Forest,Everton,0.0,2.0,A,10965
English Premier League,09/09/98,Aston Villa,Newcastle,1.0,0.0,H,10966
English Premier League,09/09/98,Chelsea,Arsenal,0.0,0.0,D,10967
English Premier League,09/09/98,Derby,Sheffield Weds,1.0,0.0,H,10968
English Premier League,09/09/98,Leicester,Middlesbrough,0.0,1.0,A,10969
English Premier League,09/09/98,Liverpool,Coventry,2.0,0.0,H,10970
English Premier League,09/09/98,Man United,Charlton,4.0,1.0,H,10971
English Premier League,09/09/98,Tottenham,Blackburn,2.0,1.0,H,10972
English Premier League,09/09/98,West Ham,Wimbledon,3.0,4.0,A,10973
English Premier League,12/09/98,Aston Villa,Wimbledon,2.0,0.0,H,10974
English Premier League,12/09/98,Charlton,Derby,1.0,2.0,A,10975
English Premier League,12/09/98,Chelsea,Nott'm Forest,2.0,1.0,H,10976
English Premier League,12/09/98,Everton,Leeds,0.0,0.0,D,10977
English Premier League,12/09/98,Leicester,Arsenal,1.0,1.0,D,10978
English Premier League,12/09/98,Man United,Coventry,2.0,0.0,H,10979
English Premier League,12/09/98,Newcastle,Southampton,4.0,0.0,H,10980
English Premier League,12/09/98,Sheffield Weds,Blackburn,3.0,0.0,H,10981
English Premier League,12/09/98,West Ham,Liverpool,2.0,1.0,H,10982
English Premier League,13/09/98,Tottenham,Middlesbrough,0.0,3.0,A,10983
English Premier League,19/09/98,Coventry,Newcastle,1.0,5.0,A,10984
English Premier League,19/09/98,Derby,Leicester,2.0,0.0,H,10985
English Premier League,19/09/98,Leeds,Aston Villa,0.0,0.0,D,10986
English Premier League,19/09/98,Liverpool,Charlton,3.0,3.0,D,10987
English Premier League,19/09/98,Middlesbrough,Everton,2.0,2.0,D,10988
English Premier League,19/09/98,Nott'm Forest,West Ham,0.0,0.0,D,10989
English Premier League,19/09/98,Southampton,Tottenham,1.0,1.0,D,10990
English Premier League,19/09/98,Wimbledon,Sheffield Weds,2.0,1.0,H,10991
English Premier League,20/09/98,Arsenal,Man United,3.0,0.0,H,10992
English Premier League,21/09/98,Blackburn,Chelsea,3.0,4.0,A,10993
English Premier League,24/09/98,Man United,Liverpool,2.0,0.0,H,10994
English Premier League,26/09/98,Aston Villa,Derby,1.0,0.0,H,10995
English Premier League,26/09/98,Charlton,Coventry,1.0,1.0,D,10996
English Premier League,26/09/98,Chelsea,Middlesbrough,2.0,0.0,H,10997
English Premier League,26/09/98,Everton,Blackburn,0.0,0.0,D,10998
English Premier League,26/09/98,Newcastle,Nott'm Forest,2.0,0.0,H,10999
English Premier League,26/09/98,Sheffield Weds,Arsenal,1.0,0.0,H,11000
English Premier League,26/09/98,Tottenham,Leeds,3.0,3.0,D,11001
English Premier League,27/09/98,Leicester,Wimbledon,1.0,1.0,D,11002
English Premier League,28/09/98,West Ham,Southampton,1.0,0.0,H,11003
English Premier League,03/10/98,Blackburn,West Ham,3.0,0.0,H,11004
English Premier League,03/10/98,Coventry,Aston Villa,1.0,2.0,A,11005
English Premier League,03/10/98,Derby,Tottenham,0.0,1.0,A,11006
English Premier League,03/10/98,Leeds,Leicester,0.0,1.0,A,11007
English Premier League,03/10/98,Middlesbrough,Sheffield Weds,4.0,0.0,H,11008
English Premier League,03/10/98,Nott'm Forest,Charlton,0.0,1.0,A,11009
English Premier League,03/10/98,Southampton,Man United,0.0,3.0,A,11010
English Premier League,03/10/98,Wimbledon,Everton,1.0,2.0,A,11011
English Premier League,04/10/98,Arsenal,Newcastle,3.0,0.0,H,11012
English Premier League,04/10/98,Liverpool,Chelsea,1.0,1.0,D,11013
English Premier League,17/10/98,Arsenal,Southampton,1.0,1.0,D,11014
English Premier League,17/10/98,Chelsea,Charlton,2.0,1.0,H,11015
English Premier League,17/10/98,Everton,Liverpool,0.0,0.0,D,11016
English Premier League,17/10/98,Man United,Wimbledon,5.0,1.0,H,11017
English Premier League,17/10/98,Middlesbrough,Blackburn,2.0,1.0,H,11018
English Premier League,17/10/98,Newcastle,Derby,2.0,1.0,H,11019
English Premier League,17/10/98,Nott'm Forest,Leeds,1.0,1.0,D,11020
English Premier League,17/10/98,West Ham,Aston Villa,0.0,0.0,D,11021
English Premier League,18/10/98,Coventry,Sheffield Weds,1.0,0.0,H,11022
English Premier League,19/10/98,Leicester,Tottenham,2.0,1.0,H,11023
English Premier League,24/10/98,Aston Villa,Leicester,1.0,1.0,D,11024
English Premier League,24/10/98,Charlton,West Ham,4.0,2.0,H,11025
English Premier League,24/10/98,Derby,Man United,1.0,1.0,D,11026
English Premier League,24/10/98,Liverpool,Nott'm Forest,5.0,1.0,H,11027
English Premier League,24/10/98,Sheffield Weds,Everton,0.0,0.0,D,11028
English Premier League,24/10/98,Southampton,Coventry,2.0,1.0,H,11029
English Premier League,24/10/98,Tottenham,Newcastle,2.0,0.0,H,11030
English Premier League,24/10/98,Wimbledon,Middlesbrough,2.0,2.0,D,11031
English Premier League,25/10/98,Blackburn,Arsenal,1.0,2.0,A,11032
English Premier League,25/10/98,Leeds,Chelsea,0.0,0.0,D,11033
English Premier League,31/10/98,Coventry,Arsenal,0.0,1.0,A,11034
English Premier League,31/10/98,Derby,Leeds,2.0,2.0,D,11035
English Premier League,31/10/98,Everton,Man United,1.0,4.0,A,11036
English Premier League,31/10/98,Leicester,Liverpool,1.0,0.0,H,11037
English Premier League,31/10/98,Newcastle,West Ham,0.0,3.0,A,11038
English Premier League,31/10/98,Sheffield Weds,Southampton,0.0,0.0,D,11039
English Premier League,31/10/98,Wimbledon,Blackburn,1.0,1.0,D,11040
English Premier League,01/11/98,Middlesbrough,Nott'm Forest,1.0,1.0,D,11041
English Premier League,02/11/98,Tottenham,Charlton,2.0,2.0,D,11042
English Premier League,07/11/98,Aston Villa,Tottenham,3.0,2.0,H,11043
English Premier League,07/11/98,Blackburn,Coventry,1.0,2.0,A,11044
English Premier League,07/11/98,Charlton,Leicester,0.0,0.0,D,11045
English Premier League,07/11/98,Liverpool,Derby,1.0,2.0,A,11046
English Premier League,07/11/98,Nott'm Forest,Wimbledon,0.0,1.0,A,11047
English Premier League,07/11/98,Southampton,Middlesbrough,3.0,3.0,D,11048
English Premier League,08/11/98,Arsenal,Everton,1.0,0.0,H,11049
English Premier League,08/11/98,Leeds,Sheffield Weds,2.0,1.0,H,11050
English Premier League,08/11/98,Man United,Newcastle,0.0,0.0,D,11051
English Premier League,08/11/98,West Ham,Chelsea,1.0,1.0,D,11052
English Premier League,14/11/98,Arsenal,Tottenham,0.0,0.0,D,11053
English Premier League,14/11/98,Charlton,Middlesbrough,1.0,1.0,D,11054
English Premier League,14/11/98,Chelsea,Wimbledon,3.0,0.0,H,11055
English Premier League,14/11/98,Liverpool,Leeds,1.0,3.0,A,11056
English Premier League,14/11/98,Man United,Blackburn,3.0,2.0,H,11057
English Premier League,14/11/98,Newcastle,Sheffield Weds,1.0,1.0,D,11058
English Premier League,14/11/98,Southampton,Aston Villa,1.0,4.0,A,11059
English Premier League,14/11/98,West Ham,Leicester,3.0,2.0,H,11060
English Premier League,15/11/98,Coventry,Everton,3.0,0.0,H,11061
English Premier League,16/11/98,Nott'm Forest,Derby,2.0,2.0,D,11062
English Premier League,21/11/98,Aston Villa,Liverpool,2.0,4.0,A,11063
English Premier League,21/11/98,Blackburn,Southampton,0.0,2.0,A,11064
English Premier League,21/11/98,Leeds,Charlton,4.0,1.0,H,11065
English Premier League,21/11/98,Leicester,Chelsea,2.0,4.0,A,11066
English Premier League,21/11/98,Middlesbrough,Coventry,2.0,0.0,H,11067
English Premier League,21/11/98,Sheffield Weds,Man United,3.0,1.0,H,11068
English Premier League,21/11/98,Tottenham,Nott'm Forest,2.0,0.0,H,11069
English Premier League,21/11/98,Wimbledon,Arsenal,1.0,0.0,H,11070
English Premier League,22/11/98,Derby,West Ham,0.0,2.0,A,11071
English Premier League,23/11/98,Everton,Newcastle,1.0,0.0,H,11072
English Premier League,28/11/98,Charlton,Everton,1.0,2.0,A,11073
English Premier League,28/11/98,Chelsea,Sheffield Weds,1.0,1.0,D,11074
English Premier League,28/11/98,Coventry,Leicester,1.0,1.0,D,11075
English Premier League,28/11/98,Newcastle,Wimbledon,3.0,1.0,H,11076
English Premier League,28/11/98,Nott'm Forest,Aston Villa,2.0,2.0,D,11077
English Premier League,28/11/98,Southampton,Derby,0.0,1.0,A,11078
English Premier League,28/11/98,West Ham,Tottenham,2.0,1.0,H,11079
English Premier League,29/11/98,Arsenal,Middlesbrough,1.0,1.0,D,11080
English Premier League,29/11/98,Liverpool,Blackburn,2.0,0.0,H,11081
English Premier League,29/11/98,Man United,Leeds,3.0,2.0,H,11082
English Premier League,05/12/98,Aston Villa,Man United,1.0,1.0,D,11083
English Premier League,05/12/98,Blackburn,Charlton,1.0,0.0,H,11084
English Premier League,05/12/98,Derby,Arsenal,0.0,0.0,D,11085
English Premier League,05/12/98,Everton,Chelsea,0.0,0.0,D,11086
English Premier League,05/12/98,Leeds,West Ham,4.0,0.0,H,11087
English Premier League,05/12/98,Leicester,Southampton,2.0,0.0,H,11088
English Premier League,05/12/98,Tottenham,Liverpool,2.0,1.0,H,11089
English Premier League,05/12/98,Wimbledon,Coventry,2.0,1.0,H,11090
English Premier League,06/12/98,Middlesbrough,Newcastle,2.0,2.0,D,11091
English Premier League,07/12/98,Sheffield Weds,Nott'm Forest,3.0,2.0,H,11092
English Premier League,09/12/98,Chelsea,Aston Villa,2.0,1.0,H,11093
English Premier League,12/12/98,Blackburn,Newcastle,0.0,0.0,D,11094
English Premier League,12/12/98,Derby,Chelsea,2.0,2.0,D,11095
English Premier League,12/12/98,Everton,Southampton,1.0,0.0,H,11096
English Premier League,12/12/98,Leicester,Nott'm Forest,3.0,1.0,H,11097
English Premier League,12/12/98,Middlesbrough,West Ham,1.0,0.0,H,11098
English Premier League,12/12/98,Sheffield Weds,Charlton,3.0,0.0,H,11099
English Premier League,12/12/98,Tottenham,Man United,2.0,2.0,D,11100
English Premier League,13/12/98,Aston Villa,Arsenal,3.0,2.0,H,11101
English Premier League,13/12/98,Wimbledon,Liverpool,1.0,0.0,H,11102
English Premier League,14/12/98,Leeds,Coventry,2.0,0.0,H,11103
English Premier League,16/12/98,Man United,Chelsea,1.0,1.0,D,11104
English Premier League,19/12/98,Chelsea,Tottenham,2.0,0.0,H,11105
English Premier League,19/12/98,Coventry,Derby,1.0,1.0,D,11106
English Premier League,19/12/98,Liverpool,Sheffield Weds,2.0,0.0,H,11107
English Premier League,19/12/98,Man United,Middlesbrough,2.0,3.0,A,11108
English Premier League,19/12/98,Newcastle,Leicester,1.0,0.0,H,11109
English Premier League,19/12/98,Nott'm Forest,Blackburn,2.0,2.0,D,11110
English Premier League,19/12/98,Southampton,Wimbledon,3.0,1.0,H,11111
English Premier League,19/12/98,West Ham,Everton,2.0,1.0,H,11112
English Premier League,20/12/98,Arsenal,Leeds,3.0,1.0,H,11113
English Premier League,21/12/98,Charlton,Aston Villa,0.0,1.0,A,11114
English Premier League,26/12/98,Arsenal,West Ham,1.0,0.0,H,11115
English Premier League,26/12/98,Blackburn,Aston Villa,2.0,1.0,H,11116
English Premier League,26/12/98,Coventry,Tottenham,1.0,1.0,D,11117
English Premier League,26/12/98,Everton,Derby,0.0,0.0,D,11118
English Premier League,26/12/98,Man United,Nott'm Forest,3.0,0.0,H,11119
English Premier League,26/12/98,Middlesbrough,Liverpool,1.0,3.0,A,11120
English Premier League,26/12/98,Newcastle,Leeds,0.0,3.0,A,11121
English Premier League,26/12/98,Sheffield Weds,Leicester,0.0,1.0,A,11122
English Premier League,26/12/98,Southampton,Chelsea,0.0,2.0,A,11123
English Premier League,26/12/98,Wimbledon,Charlton,2.0,1.0,H,11124
English Premier League,28/12/98,Aston Villa,Sheffield Weds,2.0,1.0,H,11125
English Premier League,28/12/98,Charlton,Arsenal,0.0,1.0,A,11126
English Premier League,28/12/98,Derby,Middlesbrough,2.0,1.0,H,11127
English Premier League,28/12/98,Leicester,Blackburn,1.0,1.0,D,11128
English Premier League,28/12/98,Liverpool,Newcastle,4.0,2.0,H,11129
English Premier League,28/12/98,Nott'm Forest,Southampton,1.0,1.0,D,11130
English Premier League,28/12/98,Tottenham,Everton,4.0,1.0,H,11131
English Premier League,28/12/98,West Ham,Coventry,2.0,0.0,H,11132
English Premier League,29/12/98,Chelsea,Man United,0.0,0.0,D,11133
English Premier League,29/12/98,Leeds,Wimbledon,2.0,2.0,D,11134
English Premier League,09/01/99,Arsenal,Liverpool,0.0,0.0,D,11135
English Premier League,09/01/99,Blackburn,Leeds,1.0,0.0,H,11136
English Premier League,09/01/99,Coventry,Nott'm Forest,4.0,0.0,H,11137
English Premier League,09/01/99,Everton,Leicester,0.0,0.0,D,11138
English Premier League,09/01/99,Middlesbrough,Aston Villa,0.0,0.0,D,11139
English Premier League,09/01/99,Newcastle,Chelsea,0.0,1.0,A,11140
English Premier League,09/01/99,Sheffield Weds,Tottenham,0.0,0.0,D,11141
English Premier League,09/01/99,Southampton,Charlton,3.0,1.0,H,11142
English Premier League,09/01/99,Wimbledon,Derby,2.0,1.0,H,11143
English Premier League,10/01/99,Man United,West Ham,4.0,1.0,H,11144
English Premier League,16/01/99,Chelsea,Coventry,2.0,1.0,H,11145
English Premier League,16/01/99,Derby,Blackburn,1.0,0.0,H,11146
English Premier League,16/01/99,Leeds,Middlesbrough,2.0,0.0,H,11147
English Premier League,16/01/99,Leicester,Man United,2.0,6.0,A,11148
English Premier League,16/01/99,Liverpool,Southampton,7.0,1.0,H,11149
English Premier League,16/01/99,Nott'm Forest,Arsenal,0.0,1.0,A,11150
English Premier League,16/01/99,Tottenham,Wimbledon,0.0,0.0,D,11151
English Premier League,16/01/99,West Ham,Sheffield Weds,0.0,4.0,A,11152
English Premier League,17/01/99,Charlton,Newcastle,2.0,2.0,D,11153
English Premier League,18/01/99,Aston Villa,Everton,3.0,0.0,H,11154
English Premier League,30/01/99,Blackburn,Tottenham,1.0,1.0,D,11155
English Premier League,30/01/99,Coventry,Liverpool,2.0,1.0,H,11156
English Premier League,30/01/99,Everton,Nott'm Forest,0.0,1.0,A,11157
English Premier League,30/01/99,Middlesbrough,Leicester,0.0,0.0,D,11158
English Premier League,30/01/99,Newcastle,Aston Villa,2.0,1.0,H,11159
English Premier League,30/01/99,Sheffield Weds,Derby,0.0,1.0,A,11160
English Premier League,30/01/99,Southampton,Leeds,3.0,0.0,H,11161
English Premier League,30/01/99,Wimbledon,West Ham,0.0,0.0,D,11162
English Premier League,31/01/99,Arsenal,Chelsea,1.0,0.0,H,11163
English Premier League,31/01/99,Charlton,Man United,0.0,1.0,A,11164
English Premier League,02/02/99,Man United,Derby,1.0,0.0,H,11165
English Premier League,06/02/99,Aston Villa,Blackburn,1.0,3.0,A,11166
English Premier League,06/02/99,Chelsea,Southampton,1.0,0.0,H,11167
English Premier League,06/02/99,Leeds,Newcastle,0.0,1.0,A,11168
English Premier League,06/02/99,Leicester,Sheffield Weds,0.0,2.0,A,11169
English Premier League,06/02/99,Liverpool,Middlesbrough,3.0,1.0,H,11170
English Premier League,06/02/99,Nott'm Forest,Man United,1.0,8.0,A,11171
English Premier League,06/02/99,Tottenham,Coventry,0.0,0.0,D,11172
English Premier League,06/02/99,West Ham,Arsenal,0.0,4.0,A,11173
English Premier League,07/02/99,Derby,Everton,2.0,1.0,H,11174
English Premier League,08/02/99,Charlton,Wimbledon,2.0,0.0,H,11175
English Premier League,13/02/99,Charlton,Liverpool,1.0,0.0,H,11176
English Premier League,13/02/99,West Ham,Nott'm Forest,2.0,1.0,H,11177
English Premier League,17/02/99,Aston Villa,Leeds,1.0,2.0,A,11178
English Premier League,17/02/99,Chelsea,Blackburn,1.0,1.0,D,11179
English Premier League,17/02/99,Everton,Middlesbrough,5.0,0.0,H,11180
English Premier League,17/02/99,Man United,Arsenal,1.0,1.0,D,11181
English Premier League,17/02/99,Newcastle,Coventry,4.0,1.0,H,11182
English Premier League,20/02/99,Arsenal,Leicester,5.0,0.0,H,11183
English Premier League,20/02/99,Blackburn,Sheffield Weds,1.0,4.0,A,11184
English Premier League,20/02/99,Coventry,Man United,0.0,1.0,A,11185
English Premier League,20/02/99,Derby,Charlton,0.0,2.0,A,11186
English Premier League,20/02/99,Leeds,Everton,1.0,0.0,H,11187
English Premier League,20/02/99,Liverpool,West Ham,2.0,2.0,D,11188
English Premier League,20/02/99,Middlesbrough,Tottenham,0.0,0.0,D,11189
English Premier League,20/02/99,Nott'm Forest,Chelsea,1.0,3.0,A,11190
English Premier League,20/02/99,Southampton,Newcastle,2.0,1.0,H,11191
English Premier League,21/02/99,Wimbledon,Aston Villa,0.0,0.0,D,11192
English Premier League,27/02/99,Aston Villa,Coventry,1.0,4.0,A,11193
English Premier League,27/02/99,Charlton,Nott'm Forest,0.0,0.0,D,11194
English Premier League,27/02/99,Chelsea,Liverpool,2.0,1.0,H,11195
English Premier League,27/02/99,Everton,Wimbledon,1.0,1.0,D,11196
English Premier League,27/02/99,Man United,Southampton,2.0,1.0,H,11197
English Premier League,27/02/99,Sheffield Weds,Middlesbrough,3.0,1.0,H,11198
English Premier League,27/02/99,Tottenham,Derby,1.0,1.0,D,11199
English Premier League,27/02/99,West Ham,Blackburn,2.0,0.0,H,11200
English Premier League,28/02/99,Newcastle,Arsenal,1.0,1.0,D,11201
English Premier League,01/03/99,Leicester,Leeds,1.0,2.0,A,11202
English Premier League,02/03/99,Tottenham,Southampton,3.0,0.0,H,11203
English Premier League,03/03/99,Sheffield Weds,Wimbledon,1.0,2.0,A,11204
English Premier League,06/03/99,Coventry,Charlton,2.0,1.0,H,11205
English Premier League,06/03/99,Southampton,West Ham,1.0,0.0,H,11206
English Premier League,06/03/99,Wimbledon,Leicester,0.0,1.0,A,11207
English Premier League,09/03/99,Arsenal,Sheffield Weds,3.0,0.0,H,11208
English Premier League,10/03/99,Blackburn,Everton,1.0,2.0,A,11209
English Premier League,10/03/99,Derby,Aston Villa,2.0,1.0,H,11210
English Premier League,10/03/99,Leeds,Tottenham,2.0,0.0,H,11211
English Premier League,10/03/99,Nott'm Forest,Newcastle,1.0,2.0,A,11212
English Premier League,13/03/99,Chelsea,West Ham,0.0,1.0,A,11213
English Premier League,13/03/99,Coventry,Blackburn,1.0,1.0,D,11214
English Premier League,13/03/99,Derby,Liverpool,3.0,2.0,H,11215
English Premier League,13/03/99,Everton,Arsenal,0.0,2.0,A,11216
English Premier League,13/03/99,Leicester,Charlton,1.0,1.0,D,11217
English Premier League,13/03/99,Newcastle,Man United,1.0,2.0,A,11218
English Premier League,13/03/99,Sheffield Weds,Leeds,0.0,2.0,A,11219
English Premier League,13/03/99,Tottenham,Aston Villa,1.0,0.0,H,11220
English Premier League,13/03/99,Wimbledon,Nott'm Forest,1.0,3.0,A,11221
English Premier League,14/03/99,Middlesbrough,Southampton,3.0,0.0,H,11222
English Premier League,20/03/99,Arsenal,Coventry,2.0,0.0,H,11223
English Premier League,20/03/99,Blackburn,Wimbledon,3.0,1.0,H,11224
English Premier League,20/03/99,Leeds,Derby,4.0,1.0,H,11225
English Premier League,20/03/99,Nott'm Forest,Middlesbrough,1.0,2.0,A,11226
English Premier League,20/03/99,Southampton,Sheffield Weds,1.0,0.0,H,11227
English Premier League,20/03/99,West Ham,Newcastle,2.0,0.0,H,11228
English Premier League,21/03/99,Aston Villa,Chelsea,0.0,3.0,A,11229
English Premier League,21/03/99,Man United,Everton,3.0,1.0,H,11230
English Premier League,02/04/99,Aston Villa,West Ham,0.0,0.0,D,11231
English Premier League,03/04/99,Blackburn,Middlesbrough,0.0,0.0,D,11232
English Premier League,03/04/99,Charlton,Chelsea,0.0,1.0,A,11233
English Premier League,03/04/99,Derby,Newcastle,3.0,4.0,A,11234
English Premier League,03/04/99,Leeds,Nott'm Forest,3.0,1.0,H,11235
English Premier League,03/04/99,Liverpool,Everton,3.0,2.0,H,11236
English Premier League,03/04/99,Sheffield Weds,Coventry,1.0,2.0,A,11237
English Premier League,03/04/99,Southampton,Arsenal,0.0,0.0,D,11238
English Premier League,03/04/99,Tottenham,Leicester,0.0,2.0,A,11239
English Premier League,03/04/99,Wimbledon,Man United,1.0,1.0,D,11240
English Premier League,05/04/99,Coventry,Southampton,1.0,0.0,H,11241
English Premier League,05/04/99,Everton,Sheffield Weds,1.0,2.0,A,11242
English Premier League,05/04/99,Middlesbrough,Wimbledon,3.0,1.0,H,11243
English Premier League,05/04/99,Newcastle,Tottenham,1.0,1.0,D,11244
English Premier League,05/04/99,Nott'm Forest,Liverpool,2.0,2.0,D,11245
English Premier League,05/04/99,West Ham,Charlton,0.0,1.0,A,11246
English Premier League,06/04/99,Arsenal,Blackburn,1.0,0.0,H,11247
English Premier League,06/04/99,Leicester,Aston Villa,2.0,2.0,D,11248
English Premier League,10/04/99,Aston Villa,Southampton,3.0,0.0,H,11249
English Premier League,10/04/99,Derby,Nott'm Forest,1.0,0.0,H,11250
English Premier League,10/04/99,Leicester,West Ham,0.0,0.0,D,11251
English Premier League,10/04/99,Middlesbrough,Charlton,2.0,0.0,H,11252
English Premier League,11/04/99,Everton,Coventry,2.0,0.0,H,11253
English Premier League,11/04/99,Wimbledon,Chelsea,1.0,2.0,A,11254
English Premier League,12/04/99,Leeds,Liverpool,0.0,0.0,D,11255
English Premier League,14/04/99,Middlesbrough,Chelsea,0.0,0.0,D,11256
English Premier League,17/04/99,Charlton,Leeds,1.0,1.0,D,11257
English Premier League,17/04/99,Coventry,Middlesbrough,1.0,2.0,A,11258
English Premier League,17/04/99,Liverpool,Aston Villa,0.0,1.0,A,11259
